22311124,,,,,,,,,,,,,,,,
22311134,,,,,,,,,,,,,,,,
22311141,,,,,,,,,,,,,,,,
22311142,,,,,,,,,,,,,,,,
22311143,,,,,,,,,,,,,,,,
22311144,,,,,,,,,,,,,,,,
22312114,,,,,,,,,,,,,,,,
22312141,,,,,,,,,,,,,,,,
22313114,,,,,,,,,,,,,,,,
22313141,,,,,,,,,,,,,,,,
22314111,,,,,,,,,,,,,,,,
22314112,,,,,,,,,,,,,,,,
22314113,,,,,,,,,,,,,,,,
22314114,,,,,,,,,,,,,,,,
22314121,,,,,,,,,,,,,,,,
22314131,,,,,,,,,,,,,,,,
22314141,,,,,,,,,,,,,,,,
22411113,,,,,,,,,,,,,,,,
22411123,,,,,,,,,,,,,,,,
22411131,,,,,,,,,,,,,,,,
22411132,,,,,,,,,,,,,,,,
22411133,,,,,,,,,,,,,,,,
22411134,,,,,,,,,,,,,,,,
22411143,,,,,,,,,,,,,,,,
22412113,,,,,,,,,,,,,,,,
22412131,,,,,,,,,,,,,,,,
22413111,,,,,,,,,,,,,,,,
22413112,,,,,,,,,,,,,,,,
22413113,,,,,,,,,,,,,,,,
22413114,,,,,,,,,,,,,,,,
22413121,,,,,,,,,,,,,,,,
22413131,,,,,,,,,,,,,,,,
22413141,,,,,,,,,,,,,,,,
22414113,,,,,,,,,,,,,,,,
22414131,,,,,,,,,,,,,,,,
23211114,,,,,,,,,,,,,,,,
23211124,,,,,,,,,,,,,,,,
23211134,,,,,,,,,,,,,,,,
23211141,,,,,,,,,,,,,,,,
23211142,,,,,,,,,,,,,,,,
23211143,,,,,,,,,,,,,,,,
23211144,,,,,,,,,,,,,,,,
23212114,,,,,,,,,,,,,,,,
23212141,,,,,,,,,,,,,,,,
23213114,,,,,,,,,,,,,,,,
23213141,,,,,,,,,,,,,,,,
23214111,,,,,,,,,,,,,,,,
23214112,,,98.0,98.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
23214113,,,,,,,,,,,,,,,,
23214114,,,,,,,,,,,,,,,,
23214121,,,,,,,,,,,,,,,,
23214131,,,,,,,,,,,,,,,,
23214141,,,,,,,,,,,,,,,,
23311114,,,,,,,,,,,,,,,,
23311124,,,,,,,,,,,,,,,,
23311134,,,,,,,,,,,,,,,,
23311141,,,,,,,,,,,,,,,,
23311142,,,,,,,,,,,,,,,,
23311143,,,,,,,,,,,,,,,,
23311144,,,,,,,,,,,,,,,,
23312114,,,,,,,,,,,,,,,,
23312141,,,,,,,,,,,,,,,,
23313114,,,,,,,,,,,,,,,,
23313141,,,,,,,,,,,,,,,,
23314111,,,,,,,,,,,,,,,,
23314112,,,,,,,,,,,,,,,,
23314113,,,,,,,,,,,,,,,,
23314114,,,,,,,,,,,,,,,,
23314121,,,,,,,,,,,,,,,,
23314131,,,,,,,,,,,,,,,,
23314141,,,,,,,,,,,,,,,,
23411111,,,,,,,,,,,,,,,,
23411112,,,,,,,,,,,,,,,,
23411113,,,,,,,,,,,,,,,,
23411114,,,,,,,,,,,,,,,,
23411121,,,,,,,,,,,,,,,,
23411122,,,,,,,,,,,,,,,,
23411123,,,,,,,,,,,,,,,,
23411124,,,,,,,,,,,,,,,,
23411131,,,,,,,,,,,,,,,,
23411132,,,,,,,,,,,,,,,,
23411133,,,,,,,,,,,,,,,,
23411134,,,,,,,,,,,,,,,,
23411141,,,,,,,,,,,,,,,,
23411142,,,,,,,,,,,,,,,,
23411143,,,,,,,,,,,,,,,,
23411144,,,,,,,,,,,,,,,,
23412111,,,,,,,,,,,,,,,,
23412112,,,,,,,,,,,,,,,,
23412113,,,,,,,,,,,,,,,,
23412114,,,,,,,,,,,,,,,,
23412121,,,,,,,,,,,,,,,,
23412131,,,,,,,,,,,,,,,,
23412141,,,,,,,,,,,,,,,,
23413111,,,,,,,,,,,,,,,,
23413112,,,,,,,,,,,,,,,,
23413113,,,,,,,,,,,,,,,,
23413114,,,,,,,,,,,,,,,,
23413121,,,,,,,,,,,,,,,,
23413131,,,,,,,,,,,,,,,,
23413141,,,,,,,,,,,,,,,,
23414111,,,,,,,,,,,,,,,,
23414112,,,,,,,,,,,,,,,,
23414113,,,,,,,,,,,,,,,,
23414114,,,,,,,,,,,,,,,,
23414121,,,,,,,,,,,,,,,,
23414131,,,,,,,,,,,,,,,,
23414141,,,,,,,,,,,,,,,,
24211113,,,,,,,,,,,,,,,,
24211123,,,,,,,,,,,,,,,,
24211131,,,,,,,,,,,,,,,,
24211132,,,,,,,,,,,,,,,,
24211133,,,,,,,,,,,,,,,,
24211134,,,,,,,,,,,,,,,,
24211143,,,,,,,,,,,,,,,,
24212113,,,,,,,,,,,,,,,,
24212131,,,,,,,,,,,,,,,,
24213111,,,,,,,,,,,,,,,,
24213112,,,89.0,89.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
24213113,,,,,,,,,,,,,,,,
24213114,,,,,,,,,,,,,,,,
24213121,,,,,,,,,,,,,,,,
24213131,,,,,,,,,,,,,,,,
24213141,,,,,,,,,,,,,,,,
24214113,,,,,,,,,,,,,,,,
24214131,,,,,,,,,,,,,,,,
24311111,,,,,,,,,,,,,,,,
24311112,,,,,,,,,,,,,,,,
24311113,,,,,,,,,,,,,,,,
24311114,,,,,,,,,,,,,,,,
24311121,,,,,,,,,,,,,,,,
24311122,,,458.0,,,,,,,,,,,,,
24311123,,,,,,,,,,,,,,,,
24311124,,,,,,,,,,,,,,,,
24311131,,,,,,,,,,,,,,,,
24311132,,,,,,,,,,,,,,,,
24311133,,,,,,,,,,,,,,,,
24311134,,,,,,,,,,,,,,,,
24311141,,,,,,,,,,,,,,,,
24311142,,,,,,,,,,,,,,,,
24311143,,,,,,,,,,,,,,,,
24311144,,,,,,,,,,,,,,,,
24312111,,,,,,,,,,,,,,,,
24312112,,,,,,,,,,,,,,,,
24312113,,,,,,,,,,,,,,,,
24312114,,,,,,,,,,,,,,,,
24312121,,,,,,,,,,,,,,,,
24312131,,,,,,,,,,,,,,,,
24312141,,,,,,,,,,,,,,,,
24313111,,,,,,,,,,,,,,,,
24313112,,,,,,,,,,,,,,,,
24313113,,,,,,,,,,,,,,,,
24313114,,,,,,,,,,,,,,,,
24313121,,,,,,,,,,,,,,,,
24313131,,,,,,,,,,,,,,,,
24313141,,,,,,,,,,,,,,,,
24314111,,,,,,,,,,,,,,,,
24314112,,,,,,,,,,,,,,,,
24314113,,,,,,,,,,,,,,,,
24314114,,,,,,,,,,,,,,,,
24314121,,,,,,,,,,,,,,,,
24314131,,,,,,,,,,,,,,,,
24314141,,,,,,,,,,,,,,,,
24411113,,,,,,,,,,,,,,,,
24411123,,,,,,,,,,,,,,,,
24411131,,,,,,,,,,,,,,,,
24411132,,,,,,,,,,,,,,,,
24411133,,,,,,,,,,,,,,,,
24411134,,,,,,,,,,,,,,,,
24411143,,,,,,,,,,,,,,,,
24412113,,,,,,,,,,,,,,,,
24412131,,,,,,,,,,,,,,,,
24413111,,,,,,,,,,,,,,,,
24413112,,,,,,,,,,,,,,,,
24413113,,,,,,,,,,,,,,,,
24413114,,,,,,,,,,,,,,,,
24413121,,,,,,,,,,,,,,,,
24413131,,,,,,,,,,,,,,,,
24413141,,,,,,,,,,,,,,,,
24414113,,,,,,,,,,,,,,,,
24414131,,,,,,,,,,,,,,,,
31211114,,,,,,,,,,,,,,,,
31211124,,,,,,,,,,,,,,,,
31211134,,,,,,,,,,,,,,,,
31211141,,,,,,,,,,,,,,,,
31211142,,,,,,,,,,,,,,,,
31211143,,,,,,,,,,,,,,,,
31211144,,,,,,,,,,,,,,,,
31212114,,,,,,,,,,,,,,,,
31212124,,,,,,,,,,,,,,,,
31212134,,,,,,,,,,,,,,,,
31212141,,,,,,,,,,,,,,,,
31212142,,,,,,,,,,,,,,,,
31212143,,,,,,,,,,,,,,,,
31212144,,,,,,,,,,,,,,,,
31213114,,,,,,,,,,,,,,,,
31213124,,,,,,,,,,,,,,,,
31213134,,,,,,,,,,,,,,,,
31213141,,,,,,,,,,,,,,,,
31213142,,,,,,,,,,,,,,,,
31213143,,,,,,,,,,,,,,,,
31213144,,,,,,,,,,,,,,,,
31214111,,,,,,,,,,,,,,,,
31214112,,,,,,,,,,,,,,,,
31214113,,,,,,,,,,,,,,,,
31214114,,,,,,,,,,,,,,,,
31214121,,,,,,,,,,,,,,,,
31214122,,,,,,,,,,,,,,,,
31214123,,,,,,,,,,323.0,323.0,323.0,323.0,323.0,323.0,323.0
31214124,,,,,,,,,,,,,,,,
31214131,,,,,,,,,,,,,,,,
31214132,,,,,,,,,,,,,,,,
31214133,,,,,,,,,,,,,,,,
31214134,,,,,,,,,,,,,,,,
31214141,,,,,,,,,,,,,,,,
31214142,,,,,,,,,,,,,,,,
31214143,,,,,,,,,,,,,,,,
31214144,,,,,,,,,,,,,,,,
31311124,,,,,,,,,,,,,,,,
31311142,,,,,,,,,,,,,,,,
31312114,,,,,,,,,,,,,,,,
31312124,,,,,,,,,,,,,,,,
31312134,,,,,,,,,,,,,,,,
31312141,,,,,,,,,,,,,,,,
31312142,,,,,,,,,,,,,,,,
31312143,,,,,,,,,,,,,,,,
31312144,,,,,,,,,,,,,,,,
31313124,,,,,,,,,,,,,,,,
31313142,,,,,,,,,,,,,,,,
31314112,,,,,,,,,,,,,,,,
31314121,,,,,,,,,,,,,,,,
31314122,,,,,,,,,,,,,,,,
31314123,,,80.0,80.0,80.0,80.0,80.0,80.0,80.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0
31314124,,,,,,,,,,,,,,,,
31314132,,,,,,,,,,,,,,,,
31314142,,,,,,,,,,,,,,,,
31411112,,,,,,,,,,,,,,,,
31411121,,,,,,,,,,,,,,,,
31411122,,,,,,,,,,,,,,,,
31411123,,,,,,,,,,,,,,,,
31411124,,,,,,,,,,,,,,,,
31411132,,,,,,,,,,,,,,,,
31411142,,,,,,,,,,,,,,,,
31412111,,,,,,,,,,,,,,,,
31412112,,,,,,,,,,,,,,,,
31412113,,,,,,,,,,,,,,,,
31412114,,,,,,,,,,,,,,,,
31412121,,,,,,,,,,,,,,,,
31412122,,,,,,,,,,,,,,,,
31412123,,,,,,,,,,,,,,,,
31412124,,,,,,,,,,,,,,,,
31412131,,,,,,,,,,,,,,,,
31412132,,,,,,,,,,,,,,,,
31412133,,,485.0,485.0,485.0,485.0,485.0,485.0,485.0,,,,,,,
31412134,,,,,,,,,,,,,,,,
31412141,,,,,,,,,,,,,,,,
31412142,,,,,,,,,,,,,,,,
31412143,,,,,,,,,,,,,,,,
31412144,,,,,,,,,,,,,,,,
31413112,,,,,,,,,,,,,,,,
31413121,,,,,,,,,,,,,,,,
31413122,,,,,,,,,,,,,,,,
31413123,,,,,,,,,,,,,,,,
31413124,,,,,,,,,,,,,,,,
31413132,,,,,,,,,,,,,,,,
31413142,,,,,,,,,,,,,,,,
31414112,,,,,,,,,,,,,,,,
31414121,,,,,,,,,,,,,,,,
31414122,,,,,,,,,,,,,,,,
31414123,,,,,,,,,,,,,,,,
31414124,,,,,,,,,,,,,,,,
31414132,,,,,,,,,,,,,,,,
31414142,,,,,,,,,,,,,,,,
32211114,,,,,,,,,,,,,,,,
32211124,,,,,,,,,,,,,,,,
32211134,,,,,,,,,,,,,,,,
32211141,,,,,,,,,,,,,,,,
32211142,,,,,,,,,,,,,,,,
32211143,,,,,,,,,,,,,,,,
32211144,,,,,,,,,,,,,,,,
32212114,,,,,,,,,,,,,,,,
32212141,,,,,,,,,,,,,,,,
32213114,,,,,,,,,,,,,,,,
32213141,,,,,,,,,,,,,,,,
32214111,,,,,,,,,,,,,,,,
32214112,,,,,,,,,,,,,,,,
32214113,,,,,,,,,,,,,,,,
32214114,,,,,,,,,,,,,,,,
32214121,,,,,,,,,,,,,,,,
32214131,,,,,,,,,,,,,,,,
32214141,,,,,,,,,,,,,,,,
32311114,,,,,,,,,,,,,,,,
32311124,,,,,,,,,,,,,,,,
32311134,,,,,,,,,,,,,,,,
32311141,,,,,,,,,,,,,,,,
32311142,,,,,,,,,,,,,,,,
32311143,,,,,,,,,,,,,,,,
32311144,,,,,,,,,,,,,,,,
32312114,,,,,,,,,,,,,,,,
32312141,,,,,,,,,,,,,,,,
32313114,,,,,,,,,,,,,,,,
32313141,,,,,,,,,,,,,,,,
32314111,,,,,,,,,,,,,,,,
32314112,,,,,,,,,,,,,,,,
32314113,,,,,,,,,,,,,,,,
32314114,,,,,,,,,,,,,,,,
32314121,,,,,,,,,,,,,,,,
32314131,,,,,,,,,,,,,,,,
32314141,,,,,,,,,,,,,,,,
32411111,,,,,,,,,,,,,,,,
32411112,,,,,,,,,,,,,,,,
32411113,,,,,,,,,,,,,,,,
32411114,,,,,,,,,,,,,,,,
32411121,,,,,,,,,,,,,,,,
32411122,,,,,,,,,,,,,,,,
32411123,,,,,,,,,,,,,,,,
32411124,,,,,,,,,,,,,,,,
32411131,,,,,,,,,,,,,,,,
32411132,,,,,,,,,,,,,,,,
32411133,,,485.0,,,,,,,,,,,,,
32411134,,,,,,,,,,,,,,,,
32411141,,,,,,,,,,,,,,,,
32411142,,,,,,,,,,,,,,,,
32411143,,,,,,,,,,,,,,,,
32411144,,,,,,,,,,,,,,,,
32412111,,,,,,,,,,,,,,,,
32412112,,,,,,,,,,,,,,,,
32412113,,,,,,,,,,,,,,,,
32412114,,,,,,,,,,,,,,,,
32412121,,,,,,,,,,,,,,,,
32412131,,,,,,,,,,,,,,,,
32412141,,,,,,,,,,,,,,,,
32413111,,,,,,,,,,,,,,,,
32413112,,,,,,,,,,,,,,,,
32413113,,,,,,,,,,,,,,,,
32413114,,,,,,,,,,,,,,,,
32413121,,,,,,,,,,,,,,,,
32413131,,,,,,,,,,,,,,,,
32413141,,,,,,,,,,,,,,,,
32414111,,,,,,,,,,,,,,,,
32414112,,,,,,,,,,,,,,,,
32414113,,,,,,,,,,,,,,,,
32414114,,,,,,,,,,,,,,,,
32414121,,,,,,,,,,,,,,,,
32414131,,,,,,,,,,,,,,,,
32414141,,,,,,,,,,,,,,,,
33211114,,,,,,,,,,,,,,,,
33211124,,,,,,,,,,,,,,,,
33211134,,,,,,,,,,,,,,,,
33211141,,,,,,,,,,,,,,,,
33211142,,,,,,,,,,,,,,,,
33211143,,,,,,,,,,,,,,,,
33211144,,,,,,,,,,,,,,,,
33212114,,,,,,,,,,,,,,,,
33212141,,,,,,,,,,,,,,,,
33213114,,,,,,,,,,,,,,,,
33213141,,,,,,,,,,,,,,,,
33214111,,,,,,,,,,,,,,,,
33214112,,,,,,,,,,,,,,,,
33214113,,,,,,,,,,,,,,,,
33214114,,,,,,,,,,,,,,,,
33214121,,,,,,,,,,,,,,,,
33214131,,,,,,,,,,,,,,,,
33214141,,,,,,,,,,,,,,,,
33311124,,,,,,,,,,,,,,,,
33311142,,,,,,,,,,,,,,,,
33312114,,,,,,,,,,,,,,,,
33312141,,,,,,,,,,,,,,,,
33314112,,,,,,,,,,,,,,,,
33314121,,,,,,,,,,,,,,,,
33411112,,,,,,,,,,,,,,,,
33411121,,,,,,,,,,,,,,,,
33411122,,,,,,,,,,,,,,,,
33411123,,,,,,,,,,,,,,,,
33411124,,,,,,,,,,,,,,,,
33411132,,,,,,,,,,,,,,,,
33411142,,,,,,,,,,,,,,,,
33412111,,,,,,,,,,,,,,,,
33412112,,,,,,,,,,,,,,,,
33412113,,,,,,,,,,,,,,,,
33412114,,,,,,,,,,,,,,,,
33412121,,,,,,,,,,,,,,,,
33412131,,,,,,,,,,,,,,,,
33412141,,,,,,,,,,,,,,,,
33413112,,,,,,,,,,,,,,,,
33413121,,,,,,,,,,,,,,,,
33414112,,,,,,,,,,,,,,,,
33414121,,,,,,,,,,,,,,,,
34211111,,,,,,,,,,,,,,,,
34211112,,,,,,,,,,,,,,,,
34211113,,,,,,,,,,,,,,,,
34211114,,,,,,,,,,,,,,,,
34211121,,,,,,,,,,,,,,,,
34211122,,,,,,,,,,,,,,,,
34211123,,,,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0
34211124,,,,,,,,,,,,,,,,
34211131,,,,,,,,,,,,,,,,
34211132,,,,,,,,,,,,,,,,
34211133,,,,,,,,,,,,,,,,
34211134,,,,,,,,,,,,,,,,
34211141,,,,,,,,,,,,,,,,
34211142,,,,,,,,,,,,,,,,
34211143,,,,,,,,,,,,,,,,
34211144,,,,,,,,,,,,,,,,
34212111,,,,,,,,,,,,,,,,
34212112,,,,,,,,,,,,,,,,
34212113,,,,,,,,,,,,,,,,
34212114,,,,,,,,,,,,,,,,
34212121,,,,,,,,,,,,,,,,
34212131,,,,,,,,,,,,,,,,
34212141,,,,,,,,,,,,,,,,
34213111,,,,,,,,,,,,,,,,
34213112,,,,,,,,,,,,,,,,
34213113,,,,,,,,,,,,,,,,
34213114,,,,,,,,,,,,,,,,
34213121,,,,,,,,,,,,,,,,
34213131,,,,,,,,,,,,,,,,
34213141,,,,,,,,,,,,,,,,
34214111,,,,,,,,,,,,,,,,
34214112,,,,,,,,,,,,,,,,
34214113,,,,,,,,,,,,,,,,
34214114,,,,,,,,,,,,,,,,
34214121,,,,,,,,,,,,,,,,
34214131,,,,,,,,,,,,,,,,
34214141,,,,,,,,,,,,,,,,
34311112,,,,,,,,,,,,,,,,
34311121,,,,,,,,,,,,,,,,
34311122,,,,,,,,,,,,,,,,
34311123,,,80.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0
34311124,,,,,,,,,,,,,,,,
34311132,,,,,,,,,,,,,,,,
34311142,,,,,,,,,,,,,,,,
34312111,,,,,,,,,,,,,,,,
34312112,,,,,,,,,,,,,,,,
34312113,,,,,,,,,,,,,,,,
34312114,,,,,,,,,,,,,,,,
34312121,,,,,,,,,,,,,,,,
34312131,,,,,,,,,,,,,,,,
34312141,,,,,,,,,,,,,,,,
34313112,,,,,,,,,,,,,,,,
34313121,,,,,,,,,,,,,,,,
34314112,,,,,,,,,,,,,,,,
34314121,,,,,,,,,,,,,,,,
34411112,,,,,,,,,,,,,,,,
34411121,,,,,,,,,,,,,,,,
34411122,,,,,,,,,,,,,,,,
34411123,,,,,,,,,,,,,,,,
34411124,,,,,,,,,,,,,,,,
34411132,,,,,,,,,,,,,,,,
34411142,,,,,,,,,,,,,,,,
34412111,,,,,,,,,,,,,,,,
34412112,,,,,,,,,,,,,,,,
34412113,,,,,,,,,,,,,,,,
34412114,,,,,,,,,,,,,,,,
34412121,,,,,,,,,,,,,,,,
34412131,,,,,,,,,,,,,,,,
34412141,,,,,,,,,,,,,,,,
34413112,,,,,,,,,,,,,,,,
34413121,,,,,,,,,,,,,,,,
34414112,,,,,,,,,,,,,,,,
34414121,,,,,,,,,,,,,,,,
41211113,,,,,,,,,,,,,,,,
41211123,,,,,,,,,,,,,,,,
41211131,,,,,,,,,,,,,,,,
41211132,,,,,,,,,,,,,,,,
41211133,,,,,,,,,,,,,,,,
41211134,,,,,,,,,,,,,,,,
41211143,,,,,,,,,,,,,,,,
41212113,,,,,,,,,,,,,,,,
41212123,,,,,,,,,,,,,,,,
41212131,,,,,,,,,,,,,,,,
41212132,,,,,,,,,,,,,,,,
41212133,,,,,,,,,,,,,,,,
41212134,,,,,,,,,,,,,,,,
41212143,,,,,,,,,,,,,,,,
41213111,,,,,,,,,,,,,,,,
41213112,,,,,,,,,,,,,,,,
41213113,,,,,,,,,,,,,,,,
41213114,,,,,,,,,,,,,,,,
41213121,,,,,,,,,,,,,,,,
41213122,,,,,,,,,,,,,,,,
41213123,,,,,,,,,,,,,,,,
41213124,,,,,,,,,,,,,,,,
41213131,,,,,,,,,,,,,,,,
41213132,,,,,,,,,,,,,,,,
41213133,,,,,,,,,,,,,,,,
41213134,,,,,,,,,,,,,,,,
41213141,,,,,,,,,,,,,,,,
41213142,,,,,,,,,,,,,,,,
41213143,,,,,,,,,,,,,,,,
41213144,,,,,,,,,,,,,,,,
41214113,,,,,,,,,,,,,,,,
41214123,,,,,,,,,,,,,,,,
41214131,,,,,,,,,,,,,,,,
41214132,,,,,,,,,,,,,,,,
41214133,,,,,,,,,,,,,,,,
41214134,,,,,,,,,,,,,,,,
41214143,,,,,,,,,,,,,,,,
41311112,,,,,,,,,,,,,,,,
41311121,,,,,,,,,,,,,,,,
41311122,,,,,,,,,,,,,,,,
41311123,,,,,,,,,,,,,,,,
41311124,,,,,,,,,,,,,,,,
41311132,,,,,,,,,,,,,,,,
41311142,,,,,,,,,,,,,,,,
41312111,,,,,,,,,,,,,,,,
41312112,,,,,,,,,,,,,,,,
41312113,,,,,,,,,,,,,,,,
41312114,,,,,,,,,,,,,,,,
41312121,,,,,,,,,,,,,,,,
41312122,,,,,,,,,,,,,,,,
41312123,,,,,,,,,,,,,,,,
41312124,,,,,,,,,,,,,,,,
41312131,,,,,,,,,,,,,,,,
41312132,,,,,,,,,,,,,,,,
41312133,,,,,,,,,,,,,,,,
41312134,,,,,,,,,,,,,,,,
41312141,,,,,,,,,,,,,,,,
41312142,,,,,,,,,,,,,,,,
41312143,,,,,,,,,,,,,,,,
41312144,,,,,,,,,,,,,,,,
41313112,,,,,,,,,,,,,,,,
41313121,,,,,,,,,,,,,,,,
41313122,,,,,,,,,,,,,,,,
41313123,,,,,,,,,,,,,,,,
41313124,,,,,,,,,,,,,,,,
41313132,,,,,,,,,,,,,,,,
41313142,,,,,,,,,,,,,,,,
41314112,,,,,,,,,,,,,,,,
41314121,,,,,,,,,,,,,,,,
41314122,,,,,,,,,,,,,,,,
41314123,,,,,,,,,,,,,,,,
41314124,,,,,,,,,,,,,,,,
41314132,,,,,,,,,,,,,,,,
41314142,,,,,,,,,,,,,,,,
41411123,,,,,,,,,,,,,,,,
41411132,,,,,,,,,,,,,,,,
41412113,,,,,,,,,,,,,,,,
41412123,,,,,,,,,,,,,,,,
41412131,,,,,,,,,,,,,,,,
41412132,,,,,,,,,,,,,,,,
41412133,,,,,,,,,,,,,,,,
41412134,,,71.0,71.0,71.0,71.0,71.0,71.0,71.0,,,,,,,
41412143,,,,,,,,,,,,,,,,
41413112,,,,,,,,,,,,,,,,
41413121,,,,,,,,,,,,,,,,
41413122,,,,,,,,,,,,,,,,
41413123,,,,,,,,,,,,,,,,
41413124,,,,,,,,,,,,,,,,
41413132,,,,,,,,,,,,,,,,
41413142,,,,,,,,,,,,,,,,
41414123,,,,,,,,,,,,,,,,
41414132,,,,,,,,,,,,,,,,
42211113,,,,,,,,,,,,,,,,
42211123,,,,,,,,,,,,,,,,
42211131,,,,,,,,,,,,,,,,
42211132,,,,,,,,,,,,,,,,
42211133,,,,,,,,,,,,,,,,
42211134,,,,,,,,,,,,,,,,
42211143,,,,,,,,,,,,,,,,
42212113,,,,,,,,,,,,,,,,
42212131,,,,,,,,,,,,,,,,
42213111,,,,,,,,,,,,,,,,
42213112,,,,,,,,,,,,,,,,
42213113,,,,,,,,,,,,,,,,
42213114,,,,,,,,,,,,,,,,
42213121,,,,,,,,,,,,,,,,
42213131,,,,,,,,,,,,,,,,
42213141,,,,,,,,,,,,,,,,
42214113,,,,,,,,,,,,,,,,
42214131,,,,,,,,,,,,,,,,
42311111,,,,,,,,,,,,,,,,
42311112,,,,,,,,,,,,,,,,
42311113,,,,,,,,,,,,,,,,
42311114,,,,,,,,,,,,,,,,
42311121,,,,,,,,,,,,,,,,
42311122,,,,,,,,,,,,,,,,
42311123,,,,,,,,,,,,,,,,
42311124,,,,,,,,,,,,,,,,
42311131,,,,,,,,,,,,,,,,
42311132,,,,,,,,,,,,,,,,
42311133,,,,,,,,,,,,,,,,
42311134,,,,,,,,,,,,,,,,
42311141,,,,,,,,,,,,,,,,
42311142,,,,,,,,,,,,,,,,
42311143,,,,,,,,,,,,,,,,
42311144,,,,,,,,,,,,,,,,
42312111,,,,,,,,,,,,,,,,
42312112,,,,,,,,,,,,,,,,
42312113,,,,,,,,,,,,,,,,
42312114,,,,,,,,,,,,,,,,
42312121,,,,,,,,,,,,,,,,
42312131,,,,,,,,,,,,,,,,
42312141,,,,,,,,,,,,,,,,
42313111,,,,,,,,,,,,,,,,
42313112,,,,,,,,,,,,,,,,
42313113,,,,,,,,,,,,,,,,
42313114,,,,,,,,,,,,,,,,
42313121,,,,,,,,,,,,,,,,
42313131,,,,,,,,,,,,,,,,
42313141,,,,,,,,,,,,,,,,
42314111,,,,,,,,,,,,,,,,
42314112,,,,,,,,,,,,,,,,
42314113,,,,,,,,,,,,,,,,
42314114,,,,,,,,,,,,,,,,
42314121,,,,,,,,,,,,,,,,
42314131,,,,,,,,,,,,,,,,
42314141,,,,,,,,,,,,,,,,
42411113,,,,,,,,,,,,,,,,
42411123,,,,,,,,,,,,,,,,
42411131,,,,,,,,,,,,,,,,
42411132,,,,,,,,,,,,,,,,
42411133,,,,,,,,,,,,,,,,
42411134,,,71.0,,,,,,,,,,,,,
42411143,,,,,,,,,,,,,,,,
42412113,,,,,,,,,,,,,,,,
42412131,,,,,,,,,,,,,,,,
42413111,,,,,,,,,,,,,,,,
42413112,,,,,,,,,,,,,,,,
42413113,,,,,,,,,,,,,,,,
42413114,,,,,,,,,,,,,,,,
42413121,,,,,,,,,,,,,,,,
42413131,,,,,,,,,,,,,,,,
42413141,,,,,,,,,,,,,,,,
42414113,,,,,,,,,,,,,,,,
42414131,,,,,,,,,,,,,,,,
43211111,,,,,,,,,,,,,,,,
43211112,,,,,,,,,,,,,,,,
43211113,,,,,,,,,,,,,,,,
43211114,,,,,,,,,,,,,,,,
43211121,,,,,,,,,,,,,,,,
43211122,,,,,,,,,,,,,,,,
43211123,,,,,,,,,,,,,,,,
43211124,,,,,,,,,,,,,,,,
43211131,,,,,,,,,,,,,,,,
43211132,,,,,,,,,,,,,,,,
43211133,,,,,,,,,,,,,,,,
43211134,,,,,,,,,,,,,,,,
43211141,,,,,,,,,,,,,,,,
43211142,,,,,,,,,,,,,,,,
43211143,,,,,,,,,,,,,,,,
43211144,,,,,,,,,,,,,,,,
43212111,,,,,,,,,,,,,,,,
43212112,,,,,,,,,,,,,,,,
43212113,,,,,,,,,,,,,,,,
43212114,,,,,,,,,,,,,,,,
43212121,,,,,,,,,,,,,,,,
43212131,,,,,,,,,,,,,,,,
43212141,,,,,,,,,,,,,,,,
43213111,,,,,,,,,,,,,,,,
43213112,,,,,,,,,,,,,,,,
43213113,,,,,,,,,,,,,,,,
43213114,,,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0
43213121,,,,,,,,,,,,,,,,
43213131,,,,,,,,,,,,,,,,
43213141,,,,,,,,,,,,,,,,
43214111,,,,,,,,,,,,,,,,
43214112,,,,,,,,,,,,,,,,
43214113,,,,,,,,,,,,,,,,
43214114,,,,,,,,,,,,,,,,
43214121,,,,,,,,,,,,,,,,
43214131,,,,,,,,,,,,,,,,
43214141,,,,,,,,,,,,,,,,
43311112,,,,,,,,,,,,,,,,
43311121,,,,,,,,,,,,,,,,
43311122,,,,,,,,,,,,,,,,
43311123,,,,,,,,,,,,,,,,
43311124,,,,,,,,,,,,,,,,
43311132,,,,,,,,,,,,,,,,
43311142,,,,,,,,,,,,,,,,
43312111,,,,,,,,,,,,,,,,
43312112,,,,,,,,,,,,,,,,
43312113,,,,,,,,,,,,,,,,
43312114,,,,,,,,,,,,,,,,
43312121,,,,,,,,,,,,,,,,
43312131,,,,,,,,,,,,,,,,
43312141,,,,,,,,,,,,,,,,
43313112,,,,,,,,,,,,,,,,
43313121,,,,,,,,,,,,,,,,
43314112,,,,,,,,,,,,,,,,
43314121,,,,,,,,,,,,,,,,
43411112,,,,,,,,,,,,,,,,
43411121,,,,,,,,,,,,,,,,
