11132113,,,,,,,,,,,,,,,,
11132121,,,,,,,,,,,,,,,,
11132122,,,,,,,,,,,,,,,,
11132123,,,,,,,,,,,,,,,,
11132131,,,,,,,,,,,,,,,,
11132132,,,,,,,,,,,,,,,,
11132133,,,,,,,,,,,,,,,,
11133112,,,,,,,,,,,,,,,,
11133121,,,,,,,,,107.0,107.0,107.0,,,,,
11133122,,,,,,,,,,,,,,,,
11133123,,,,,,,,,,,,,,,,
11133132,,,,,,,,,,,,,,,,
12111113,,,,,,,,,,,,,,,,
12111123,,,,,,,,,,,,,,,,
12111131,,,,,,,,,,,,,,,,
12111132,,,,,,,,,,,,,,,,
12111133,,,,,,,,,,,,,,,,
12112113,,,,,,,,,,,,,,,,
12112123,,,,,,,,,,,,,,,,
12112131,,,,,,,,,,,,,,,,
12112132,,,,,,,,,,,,,,,,
12112133,,,,,,,,,,,,,,,,
12113111,,,,,,,,,,,,,,,,
12113112,,,,,,,,,,,,,,,,
12113113,,,,,,,,,,,,,,,,
12113121,,,,,,,,,,,,,,,,
12113122,,,,,,,,,,,,,,,,
12113123,,,,,,,,,,,,,,,,
12113131,,,,,,,,,,,,,,,,
12113132,,,,,,,,,,,,,,,,
12113133,,,,,,,,,,,,,,,,
12121113,,,,,,,,,,,,,,,,
12121123,,,,,,,,,,,,,,,,
12121131,,,,,,,,,,,,,,,,
12121132,,,,,,,,,,,,,,,,
12121133,,,,,,,,,,,,,,,,
12122113,,,,,,,,,,,,,,,,
12122123,,,,,,,,,,,,,,,,
12122131,,,,,,,,,,,,,,,,
12122132,,,,,,,,,,,,,,,,
12122133,,,,,,,,,,,,,,,,
12123111,,,,,,,,,,,,,,,,
12123112,,,,,,,,,,,,,,,,
12123113,,,,,,,,,,,,,,,,
12123121,,,,,,,,,,,,,,,,
12123122,,,,,,,,,,,,,,,,
12123123,,,,,,,,,,,,,,,,
12123131,,,,,,,,,,,,,,,,
12123132,,,,,,,,,,,,,,,,
12123133,,,,,,,,,,,,,,,,
12131111,,,,,,,,,,,,,,,,
12131112,,,,,,,,,,,,,,,,
12131113,,,,,,,,,,,,,,,,
12131121,,,,,,,,,,,,,,,,
12131122,,,,,,,,,,,,,,,,
12131123,,,,,,,,,,,,,,,,
12131131,,,,,,,,,,,,,,,,
12131132,,,,,,,,,,,,,,,,
12131133,,,,,,,,,,,,,,,,
12132111,,,,,,,,,,,,,,,,
12132112,,,,,,,,,,,,,,,,
12132113,,,,,,,,,,,,,,,,
12132121,,,,,,,,,,,,,,,,
12132122,,,,,,,,,,,,,,,,
12132123,,,,,,,,,,,,,,,,
12132131,,,,,,,,,,,,,,,,
12132132,,,,,,,,,,,,,,,,
12132133,,,,,,,,,,,,,,,,
12133111,,,,,107.0,,,,,,,,,,,
12133112,,,,,,,,,,,,,,,,
12133113,,,,,,,,,,,,,,,,
12133121,,,,,,,,,,,,,,,,
12133122,,,,,,,,,,,,,,,,
12133123,,,,,,,,,,,,,,,,
12133131,,,,,,,,,,,,,,,,
12133132,,,,,,,,,,,,,,,,
12133133,,,,,,,,,,,,,,,,
13111112,,,,,,,,,,,,,,,,
13111121,,,,,,,,,,,,,,,,
13111122,,,,,,,,,,,,,,,,
13111123,,,,,,,,,,,,,,,,
13111132,,,,,,,,,,,,,,,,
13112111,,,,,,,,,,,,,,,,
13112112,,,,,,,,,,,,,,,,
13112113,,,,,,,,,,,,,,,,
13112121,,,,,,,,,,,,,,,,
13112122,,,,,,,,,,,,,,,,
13112123,,,,,,,,,,,,,,,,
13112131,,,107.0,107.0,107.0,,,,,,,,,,,
13112132,,,,,,,,,,,,,,,,
13112133,,,,,,,,,,,,,,,,
13113112,,,,,,,,,,,,,,,,
13113121,,,,,,,,,,,,,,,,
13113122,,,,,,,,,,,,,,,,
13113123,,,,,,,,,,,,,,,,
13113132,,,,,,,,,,,,,,,,
13121111,,,,,,,,,,,,,,,,
13121112,,,,,,,,,,,,,,,,
13121113,,,,,,,,,,,,,,,,
13121121,,,,,,,,,,,,,,,,
13121122,,,,,,,,,,,,,,,,
13121123,,,,,,,,,,,,,,,,
13121131,,107.0,107.0,107.0,107.0,,,,,,,,,,,
13121132,,,,,,,,,,,,,,,,
13121133,,,,,,,,,,,,,,,,
13122111,,,,,,,,,,,,,,,,
13122112,,,,,,,,,,,,,,,,
13122113,,,,,,,,,,,,,,,,
13122121,,,,,,,,,,,,,,,,
13122122,,,,,,,,,,,,,,,,
13122123,,,,,,,,,,,,,,,,
13122131,,,,,,,,,,,,,,,,
13122132,,,,,,,,,,,,,,,,
13122133,,,,,,,,,,,,,,,,
13123111,,,,,,,,,,,,,,,,
13123112,,,,,,,,,,,,,,,,
13123113,,,,,,,,,,,,,,,,
13123121,,,,,,,,,,,,,,,,
13123122,,,,,,,,,,,,,,,,
13123123,,,,,,,,,,,,,,,,
13123131,,,,,,,,,,,,,,,,
13123132,,,,,,,,,,,,,,,,
13123133,,,,,,,,,,,,,,,,
13131112,,,,,,,,,,,,,,,,
13131121,,,,,,,,,,,,,,,,
13131122,,,,,,,,,,,,,,,,
13131123,,,,,,,,,,,,,,,,
13131132,,,,,,,,,,,,,,,,
13132111,,,,,,,,,,,,,,,,
13132112,,,,,,,,,,,,,,,,
13132113,,,,,,,,,,,,,,,,
13132121,,,,,,,,,,,,,,,,
13132122,,,,,,,,,,,,,,,,
13132123,,,,,,,,,,,,,,,,
13132131,,,,,,,,,,,,,,,,
13132132,,,,,,,,,,,,,,,,
13132133,,,,,,,,,,,,,,,,
13133112,,,,,,,,,,,,,,,,
13133121,,,,,,,,,,,,,,,,
13133122,,,,,,,,,,,,,,,,
13133123,,,,,,,,,,,,,,,,
13133132,,,,,,,,,,,,,,,,
21111113,,,,,,,,,,,,,,,,
21111123,,,,,,,,,,,,,,,,
21111131,,,,,,,,,,,,,,,,
21111132,,,,,,,,,,,,,,,,
21111133,,,,,,,,,,,,,,,,
21112113,,,,,,,,,,,,,,,,
21112123,,,,,,,,,,,,,,,,
21112131,,,,,,,,,,,,,,,,
21112132,,,,,,,,,,,,,,,,
21112133,,,,,,,,,,,,,,,,
21113111,,,,,,,,,,,,,,,,
21113112,,,,,,,,,,,,,,,,
21113113,,,,,,,,,,,,,,,,
21113121,,,,,,,,,,,,,,,,
21113122,,,,,,,,,,,,,,,,
21113123,,,,,,,,,,,,,,,,
21113131,,,,,,,,,,,,,,,,
21113132,,,,,,,,,,,,,,,,
21113133,,,,,,,,,,,,,,,,
21121113,,,,,,,,,,,,,,,,
21121123,,,,,,,,,,,,,,,,
21121131,,,,,,,,,,,,,,,,
21121132,,,,,,,,,,,,,,,,
21121133,,,,,,,,,,,,,,,,
21122113,,,,,,,,,,,,,,,,
21122123,,,,,,,,,,,,,,,,
21122131,,,,,,,,,,,,,,,,
21122132,,,,,,,,,,,,,,,,
21122133,,,,,,,,,,,,,,,,
21123111,,,,,,,,,,,,,,,,
21123112,,,,,,,,,,,,,,,,
21123113,,,,,,,,,,,,,,,,
21123121,,,,,,,,,,,,,,,,
21123122,,,,,,,,,,,,,,,,
21123123,,,,,,,,,,,,,,,,
21123131,,,,,,,,,,,,,,,,
21123132,,,,,,,,,,,,,,,,
21123133,,,,,,,,,,,,,,,,
21131111,,,,,,,,,,,,,,,,
21131112,,,,,,,,,,,,,,,,
21131113,,,,,,,,,,,,,,,,
21131121,,,,,,,,,,,,,,,,
21131122,,,,,,,,,,,,,,,,
21131123,,,,,,,,,,,,,,,,
21131131,,,,,,,,,,,,,,,,
21131132,,,,,,,,,,,,,,,,
21131133,,,,,,,,,,,,,,,,
21132111,,,,,,,,,,,,,,,,
21132112,,,,,,,,,,,,,,,,
21132113,,,,,,,,,,,,,,,,
21132121,,,,,,,,,,,,,,,,
21132122,,,,,,,,,,,,,,,,
21132123,,,,,,,,,,,,,,,,
21132131,,,,,,,,,,,,,,,,
21132132,,,,,,,,,,,,,,,,
21132133,,,,,,,,,,,,,,,,
21133111,,,,,,,,,,,,,,,,
21133112,,,,,,,,,,,,,,,,
21133113,,,,,,,,,,,,,,,,
21133121,,,,,,,,,,,,,,,,
21133122,,,,,,,,,,,,,,,,
21133123,,,,,,,,,,,,,,,,
21133131,,,,,,,,,,,,,,,,
21133132,,,,,,,,,,,,,,,,
21133133,,,,,,,,,,,,,,,,
22111113,,,,,,,,,,,,,,,,
22111123,,,,,,,,,,,,,,,,
22111131,,,,,,,,,,,,,,,,
22111132,,,,,,,,,,,,,,,,
22111133,,,,,,,,,,,,,,,,
22112113,,,,,,,,,,,,,,,,
22112123,,,,,,,,,,,,,,,,
22112131,,,,,,,,,,,,,,,,
22112132,,,,,,,,,,,,,,,,
22112133,,,,,,,,,,,,,,,,
22113111,,,,,,,,,,,,,,,,
22113112,,,,,,,,,,,,,,,,
22113113,,,,,,,,,,,,,,,,
22113121,,,,,,,,,,,,,,,,
22113122,,,,,,,,,,,,,,,,
22113123,,,,,,,,,,,,,,,,
22113131,,,,,,,,,,,,,,,,
22113132,,,,,,,,,,,,,,,,
22113133,,,,,,,,,,,,,,,,
22121113,,,,,,,,,,,,,,,,
22121123,,,,,,,,,,,,,,,,
22121131,,,,,,,,,,,,,,,,
22121132,,,,,,,,,,,,,,,,
22121133,,,,,,,,,,,,,,,,
22122113,,,,,,,,,,,,,,,,
22122131,,,,,,,,,,,,,,,,
22123111,,,,,,,,,,,,,,,,
22123112,,,,,,,,,,,,,,,,
22123113,,,,,,,,,,,,,,,,
22123121,,,,,,,,,,,,,,,,
22123131,,,,,,,,,,,,,,,,
22131111,,,,,,,,,,,,,,,,
22131112,,,,,,,,,,,,,,,,
22131113,,,,,,,,,,,,,,,,
22131121,,,,,,,,,,,,,,,,
22131122,,,,,,,,,,,,,,,,
22131123,,,,,,,,,,,,,,,,
22131131,,,,,,,,,,,,,,,,
22131132,,,,,,,,,,,,,,,,
22131133,,,,,,,,,,,,,,,,
22132111,,,,,,,,,,,,,,,,
22132112,,,,,,,,,,,,,,,,
22132113,,,,,,,,,,,,,,,,
22132121,,,,,,,,,,,,,,,,
22132131,,,,,,,,,,,,,,,,
22133111,,,,,,,,,,,,,,,,
22133112,,,,,,,,,,,,,,,,
22133113,,,,,,,,,,,,,,,,
22133121,,,,,,,,,,,,,,,,
22133131,,,,,,,,,,,,,,,,
23111111,,,,,,,,,,,,,,,,
23111112,,,,,,,,,,,,,,,,
23111113,,,,,,,,,,,,,,,,
23111121,,,,,,,,,,,,,,,,
23111122,,,,,,,,,,,,,,,,
23111123,,,,,,,,,,,,,,,,
23111131,,,,,,,,,,,,,,,,
23111132,,,,,,,,,,,,,,,,
23111133,,,,,,,,,,,,,,,,
23112111,,,,,,,,,,,,,,,,
23112112,,,,,,,,,,,,,,,,
23112113,,,,,,,,,,,,,,,,
23112121,,,,,,,,,,,,,,,,
23112122,,,,,,,,,,,,,,,,
23112123,,,,,,,,,,,,,,,,
23112131,,,,,,,,,,,,,,,,
23112132,,,,,,,,,,,,,,,,
23112133,,,,,,,,,,,,,,,,
23113111,,,,,,,,,,,,,,,,
23113112,,,,,,,,,,,,,,,,
23113113,,,,,,,,,,,,,,,,
23113121,,,,,,,,,,,,,,,,
23113122,,,,,,,,,,,,,,,,
23113123,,,,,,,,,,,,,,,,
23113131,,,,,,,,,,,,,,,,
23113132,,,,,,,,,,,,,,,,
23113133,,,,,,,,,,,,,,,,
23121111,,,,,,,,,,,,,,,,
23121112,,,,,,,,,,,,,,,,
23121113,,,,,,,,,,,,,,,,
23121121,,,,,,,,,,,,,,,,
23121122,,,,,,,,,,,,,,,,
23121123,,,,,,,,,,,,,,,,
23121131,,,,,,,,,,,,,,,,
23121132,,,,,,,,,,,,,,,,
23121133,,,,,,,,,,,,,,,,
23122111,,,,,,,,,,,,,,,,
23122112,,,,,,,,,,,,,,,,
23122113,,,,,,,,,,,,,,,,
23122121,,,,,,,,,,,,,,,,
23122131,,,,,,,,,,,,,,,,
23123111,,,,,,,,,,,,,,,,
23123112,,,,,,,,,,,,,,,,
23123113,,,,,,,,,,,,,,,,
23123121,,,,,,,,,,,,,,,,
23123131,,,,,,,,,,,,,,,,
23131111,,,,,,,,,,,,,,,,
23131112,,,,,,,,,,,,,,,,
23131113,,,,,,,,,,,,,,,,
23131121,,,,,,,,,,,,,,,,
23131122,,,,,,,,,,,,,,,,
23131123,,,,,,,,,,,,,,,,
23131131,,,,,,,,,,,,,,,,
23131132,,,,,,,,,,,,,,,,
23131133,,,,,,,,,,,,,,,,
23132111,,,,,,,,,,,,,,,,
23132112,,,,,,,,,,,,,,,,
23132113,,,,,,,,,,,,,,,,
23132121,,,,,,,,,,,,,,,,
23132131,,,,,,,,,,,,,,,,
23133111,,,,,,,,,,,,,,,,
23133112,,,,,,,,,,,,,,,,
23133113,,,,,,,,,,,,,,,,
23133121,,,,,,,,,,,,,,,,
23133131,,,,,,,,,,,,,,,,
31111112,,,,,,,,,,,,,,,,
31111121,,,,,,,,,,,,,,,,
31111122,,,,,,,,,,,,,,,,
31111123,,,,,,,,,,,,,,,,
31111132,,,,,,,,,,,,,,,,
31112111,,,,,,,,,,,,,,,,
31112112,,,,,,,,,,,,,,,,
31112113,,,,,,,,,,,,,,,,
31112121,,,,,,,,,,,,,,,,
31112122,,,,,,,,,,,,,,,,
31112123,,,,,,,,,,,,,,,,
31112131,,,,,,,,,,,,,,,,
31112132,,,,,,,,,,,,,,,,
31112133,,,,,,,,,,,,,,,,
31113112,,,,,,,,,,,,,,,,
31113121,,,,,,,,,,,,,,,,
31113122,,,,,,,,,,,,,,,,
31113123,,,,,,,,,,,,,,,,
31113132,,,,,,,,,,,,,,,,
31121111,,,,,,,,,,,,,,,,
31121112,,,,,,,,,,,,,,,,
31121113,,,,,,,,,,,,,,,,
31121121,,,,,,,,,,,,,,,,
31121122,,,,,,,,,,,,,,,,
31121123,,,,,,,,,,,,,,,,
31121131,,,,,,,,,,,,,,,,
31121132,,,,,,,,,,,,,,,,
31121133,,,,,,,,,,,,,,,,
31122111,,,,,,,,,,,,,,,,
31122112,,,,,,,,,,,,,,,,
31122113,,,,,,,,,,,,,,,,
31122121,,,,,,,,,,,,,,,,
31122122,,,,,,,,,,,,,,,,
31122123,,,,,,,,,,,,,,,,
31122131,,,,,,,,,,,,,,,,
31122132,,,,,,,,,,,,,,,,
31122133,,,,,,,,,,,,,,,,
31123111,,,,,,,,,,,,,,,,
31123112,,,,,,,,,,,,,,,,
31123113,,,,,,,,,,,,,,,,
31123121,,,,,,,,,,,,,,,,
31123122,,,,,,,,,,,,,,,,
31123123,,,,,,,,,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0
31123131,,,,,,,,,,,,,,,,
31123132,,,,,,,,,,,,,,,,
31123133,,,,,,,,,,,,,,,,
31131112,,,,,,,,,,,,,,,,
31131121,,,,,,,,,,,,,,,,
31131122,,,,,,,,,,,,,,,,
31131123,,,,,,,,,,,,,,,,
31131132,,,,,,,,,,,,,,,,
31132111,,,,,,,,,,,,,,,,
31132112,,,,,,,,,,,,,,,,
31132113,,,,,,,,,,,,,,,,
31132121,,,,,,,,,,,,,,,,
31132122,,,,,,,,,,,,,,,,
31132123,,,,,,,,,,,,,,,,
31132131,,,,,,,,,,,,,,,,
31132132,,,,,,,,,,,,,,,,
31132133,,,,,,,,,,,,,,,,
31133112,,,,,,,,,,,,,,,,
31133121,,,,,,,,,,,,,,,,
31133122,,,,,,,,,,,,,,,,
31133123,,,,,,,,,,,,,,,,
31133132,,,,,,,,,,,,,,,,
32111111,,,,,,,,,,,,,,,,
32111112,,,,,,,,,,,,,,,,
32111113,,,,,,,,,,,,,,,,
32111121,,,,,,,,,,,,,,,,
32111122,,,,,,,,,,,,,,,,
32111123,,,,,,,,,,,,,,,,
32111131,,,,,,,,,,,,,,,,
32111132,,,,,,,,,,,,,,,,
32111133,,,,,,,,,,,,,,,,
32112111,,,,,,,,,,,,,,,,
32112112,,,,,,,,,,,,,,,,
32112113,,,,,,,,,,,,,,,,
32112121,,,,,,,,,,,,,,,,
32112122,,,,,,,,,,,,,,,,
32112123,,,,,,,,,,,,,,,,
32112131,,,,,,,,,,,,,,,,
32112132,,,,,,,,,,,,,,,,
32112133,,,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0
32113111,,,,,,,,,,,,,,,,
32113112,,,,,,,,,,,,,,,,
32113113,,,,,,,,,,,,,,,,
32113121,,,,,,,,,,,,,,,,
32113122,,,,,,,,,,,,,,,,
32113123,,,,,,,,,,,,,,,,
32113131,,,,,,,,,,,,,,,,
32113132,,,,,,,,,,,,,,,,
32113133,,,,,,,,,,,,,,,,
32121111,,,,,,,,,,,,,,,,
32121112,,,,,,,,,,,,,,,,
32121113,,,,,,,,,,,,,,,,
32121121,,,,,,,,,,,,,,,,
32121122,,,,,,,,,,,,,,,,
32121123,,,,,,,,,,,,,,,,
32121131,,,,,,,,,,,,,,,,
32121132,,,,,,,,,,,,,,,,
32121133,,,,,,,,,,,,,,,,
32122111,,,,,,,,,,,,,,,,
32122112,,,,,,,,,,,,,,,,
32122113,,,,,,,,,,,,,,,,
32122121,,,,,,,,,,,,,,,,
32122131,,,,,,,,,,,,,,,,
32123111,,,,,,,,,,,,,,,,
32123112,,,,,,,,,,,,,,,,
32123113,,,,,,,,,,,,,,,,
32123121,,,,,,,,,,,,,,,,
32123131,,,,,,,,,,,,,,,,
32131111,,,,,,,,,,,,,,,,
32131112,,,,,,,,,,,,,,,,
32131113,,,,,,,,,,,,,,,,
32131121,,,,,,,,,,,,,,,,
32131122,,,,,,,,,,,,,,,,
32131123,,,,,,,,,,,,,,,,
32131131,,,,,,,,,,,,,,,,
32131132,,,,,,,,,,,,,,,,
32131133,,,,,,,,,,,,,,,,
32132111,,,,,,,,,,,,,,,,
32132112,,,,,,,,,,,,,,,,
32132113,,,,,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0
32132121,,,,,,,,,,,,,,,,
32132131,,,,,,,,,,,,,,,,
32133111,,,,,,,,,,,,,,,,
32133112,,,,,,,,,,,,,,,,
32133113,,,,,,,,,,,,,,,,
32133121,,,,,,,,,,,,,,,,
32133131,,,,,,,,,,,,,,,,
33111112,,,,,,,,,,,,,,,,
33111121,,,,,,,,,,,,,,,,
33111122,,,,,,,,,,,,,,,,
33111123,,,,,,,,,,,,,,,,
33111132,,,,,,,,,,,,,,,,
33112111,,,,,,,,,,,,,,,,
33112112,,,,,,,,,,,,,,,,
33112113,,,,,,,,,,,,,,,,
33112121,,,,,,,,,,,,,,,,
33112122,,,,,,,,,,,,,,,,
33112123,,,,,,,,,,,,,,,,
33112131,,,,,,,,,,,,,,,,
33112132,,,,,,,,,,,,,,,,
33112133,,,,,,,,,,,,,,,,
33113112,,,,,,,,,,,,,,,,
33113121,,,,,,,,,,,,,,,,
33113122,,,,,,,,,,,,,,,,
33113123,,,,,,,,,,,,,,,,
33113132,,,,,,,,,,,,,,,,
33121111,,,,,,,,,,,,,,,,
33121112,,,,,,,,,,,,,,,,
33121113,,,,,,,,,,,,,,,,
33121121,,,,,,,,,,,,,,,,
33121122,,,,,,,,,,,,,,,,
33121123,,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0,323.0
33121131,,,,,,,,,,,,,,,,
33121132,,,,,,,,,,,,,,,,
33121133,,,,,,,,,,,,,,,,
33122111,,,,,,,,,,,,,,,,
33122112,,,,,,,,,,,,,,,,
33122113,,,,,,,,,,,,,,,,
33122121,,,,,,,,,,,,,,,,
33122131,,,,,,,,,,,,,,,,
33123111,,,,,,,,,,,,,,,,
33123112,,,,,,,,,,,,,,,,
33123113,,,,,,,,,,,,,,,,
33123121,,,,,,,,,,,,,,,,
33123131,,,,,,,,,,,,,,,,
33131112,,,,,,,,,,,,,,,,
33131121,,,,,,,,,,,,,,,,
33131122,,,,,,,,,,,,,,,,
33131123,,,,,,,,,,,,,,,,
33131132,,,,,,,,,,,,,,,,
33132111,,,,,,,,,,,,,,,,
33132112,,,,,,,,,,,,,,,,
33132113,,,,,,,,,,,,,,,,
33132121,,,,,,,,,,,,,,,,
33132131,,,,,,,,,,,,,,,,
33133112,,,,,,,,,,,,,,,,
33133121,,,,,,,,,,,,,,,,
11112134,,,,,,,,,,,,,,,,
11112143,,,,,,,,,,,,,,,,
11113124,,,,,,,,,,,,,,,,
11113142,,,,,,,,,,,,,,,,
11114123,,,,,,,,,,,,,,,,
11114132,,,,,,,,,,,,,,,,
11121134,,,,,,,,,,,,,,,,
11121143,,,,,,,,,,,,,,,,
11122134,,,,,,,,,,,,,,,,
11122143,,,,,,,,,,,,,,,,
11123114,,,,,,,,,,,,,,,,
11123124,,,,,,,,,,,,,,,,
11123134,,,,,,,,,,,,,,,,
11123141,,,,,,,,,,,,,,,,
11123142,,,,,,,,,,,,,,,,
11123143,,,,,,,,,,,,,,,,
11123144,,,,,,,,,,,,,,,,
11124113,,,,,,,,,,,,,,,,
11124123,,,,,,,,,,,,,,,,
11124131,,,,,,,,,116.0,116.0,116.0,,,,,
11124132,,,,,,,,,,,,,,,,
11124133,,,,,,,,,,,,,,,,
11124134,,,,,,,,,,,,,,,,
11124143,,,,,,,,,,,,,,,,
11131124,,,,,,,,,,,,,,,,
11131142,,,,,,,,,,,,,,,,
11132114,,,,,,,,,,,,,,,,
11132124,,,,,,,,,,,,,,,,
11132134,,,,,,,,,,,,,,,,
11132141,,,,,,,,,,,,,,,,
11132142,,,,,,,,,,,,,,,,
11132143,,,,,,,,,,,,,,,,
11132144,,,,,,,,,,,,,,,,
11133124,,,,,,,,,,,,,,,,
11133142,,,,,,,,,,,,,,,,
11134112,,,,,,,,,,,,,,,,
11134121,,,,,,,,,116.0,116.0,116.0,,,,,
11134122,,,,,,,,,,,,,,,,
11134123,,,,,,,,,,,,,,,,
11134124,,,,,,,,,,,,,,,,
11134132,,,,,,,,,,,,,,,,
11134142,,,,,,,,,,,,,,,,
11141123,,,,,,,,,,,,,,,,
11141132,,,,,,,,,,,,,,,,
11142113,,,,,,,,,,,,,,,,
11142123,,,,,,,,,,,,,,,,
11142131,,,,,,,,,,,,,,,,
11142132,,,,,,,,,,,,,,,,
11142133,,,,,,,,,,,,,,,,
11142134,,,,,,,,,,,,,,,,
11142143,,,,,,,,,,,,,,,,
11143112,,,,,,,,,,,,,,,,
11143121,,,,,,,,,,,,,,,,
11143122,,,,,,,,,,,,,,,,
11143123,,,,,,,,,,,,,,,,
11143124,,,,,,,,,,,,,,,,
11143132,,,,,,,,,,,,,,,,
11143142,,,,,,,,,,,,,,,,
11144123,,,,,,,,,,,,,,,,
11144132,,,,,,,,,,,,,,,,
12111134,,,,,,,,,,,,,,,,
12111143,,,,,,,,,,,,,,,,
12112134,,,,,,,,,,,,,,,,
12112143,,,,,,,,,,,,,,,,
12113114,,,,,,,,,,,,,,,,
12113124,,,,,,,,,,,,,,,,
12113134,,,,,,,,,,,,,,,,
12113141,,,116.0,116.0,116.0,,,,,,,,,,,
12113142,,,,,,,,,,,,,,,,
12113143,,,,,,,,,,,,,,,,
12113144,,,,,,,,,,,,,,,,
12114113,,,,,,,,,,,,,,,,
12114123,,,,,,,,,,,,,,,,
12114131,,,,,,,,,,,,,,,,
12114132,,,,,,,,,,,,,,,,
12114133,,,,,,,,,,,,,,,,
12114134,,,,,,,,,,,,,,,,
12114143,,,,,,,,,,,,,,,,
12121134,,,,,,,,,,,,,,,,
12121143,,,,,,,,,,,,,,,,
12122134,,,,,,,,,,,,,,,,
12122143,,,,,,,,,,,,,,,,
12123114,,,,,,,,,,,,,,,,
12123124,,,,,,,,,,,,,,,,
