Esquema,Conservabilidade
23313413,False
23313414,False
23323124,False
23323421,False
23333134,False
23333431,False
23343141,False
23343142,False
23343143,False
23343144,False
23343241,False
23343341,False
23343441,True
23413111,True
23413112,True
23413113,True
23413114,True
23413211,True
23413212,True
23413213,True
23413214,True
23413311,True
23413312,True
23413313,True
23413314,True
23413411,False
23413412,False
23413413,False
23413414,False
23423121,False
23423122,False
23423123,False
23423124,False
23423221,True
23423321,True
23423421,False
23433131,False
23433132,False
23433133,False
23433134,False
23433231,False
23433331,True
23433431,False
23443141,False
23443142,False
23443143,False
23443144,False
23443241,False
23443341,False
23443441,True
24114113,True
24114213,True
24114311,True
24114312,True
24114313,True
24114314,True
24114413,True
24124123,False
24124223,True
24124321,True
24124322,True
24124323,True
24124324,True
24124423,True
24134131,False
24134132,False
24134133,False
24134134,False
24134231,False
24134232,False
24134233,False
24134234,False
24134331,True
24134332,True
24134333,True
24134334,True
24134431,True
24134432,True
24134433,True
24134434,True
24144143,False
24144243,False
24144341,False
24144342,False
24144343,False
24144344,False
24144443,True
24214113,True
24214213,False
24214311,False
24214312,False
24214313,False
24214314,False
24214413,False
24224123,False
24224321,True
24234131,False
24234132,False
24234133,False
24234134,False
24234231,False
24234331,True
24234431,True
24244143,False
24244341,False
24314111,True
24314112,True
24314113,True
24314114,True
24314211,False
24314212,False
24314213,False
24314214,False
24314311,False
24314312,False
24314313,False
24314314,False
24314411,False
24314412,False
24314413,False
24314414,False
24324121,False
24324122,False
24324123,False
24324124,False
24324221,True
24324321,False
24324421,False
24334131,False
24334132,False
24334133,False
24334134,False
24334231,False
24334331,True
24334431,True
24344141,False
24344142,False
24344143,False
24344144,False
24344241,False
24344341,False
24344441,True
24414113,True
24414213,False
24414311,False
24414312,False
24414313,False
24414314,False
24414413,False
24424123,False
24424321,False
24434131,False
24434132,False
24434133,False
24434134,False
24434231,False
24434331,True
24434431,False
24444143,False
24444341,False
31111214,False
31111412,False
31121124,False
31121224,True
31121324,False
31121421,False
31121422,False
31121423,False
31121424,False
31131234,False
31131432,False
31141142,False
31141241,False
31141242,False
31141243,False
31141244,False
31141342,False
31141442,True
31211114,True
31211214,False
31211314,False
31211411,False
31211412,False
31211413,False
31211414,False
31221124,False
31221224,True
31221324,False
31221421,False
31221422,False
31221423,False
31221424,False
31231134,False
31231234,False
31231334,True
31231431,False
31231432,False
31231433,False
31231434,False
31241141,False
31241142,False
31241143,False
31241144,False
31241241,False
31241242,False
31241243,False
31241244,False
31241341,False
31241342,False
31241343,False
31241344,False
31241441,True
31241442,True
31241443,True
31241444,True
31311214,False
31311412,False
31321124,False
31321224,True
31321324,False
31321421,False
31321422,False
31321423,False
31321424,False
31331234,False
31331432,False
31341142,False
31341241,False
31341242,False
31341243,False
31341244,False
31341342,False
31341442,True
31411112,True
31411211,False
31411212,False
31411213,False
31411214,False
31411312,False
31411412,False
31421121,False
31421122,False
31421123,False
31421124,False
31421221,True
31421222,True
31421223,True
31421224,True
31421321,False
31421322,False
31421323,False
31421324,False
31421421,False
31421422,False
31421423,False
31421424,False
31431132,False
31431231,False
31431232,False
31431233,False
31431234,False
31431332,True
31431432,False
31441142,False
31441241,False
31441242,False
31441243,False
31441244,False
31441342,False
31441442,True
32112114,True
32112214,True
32112314,False
32112411,False
32112412,False
32112413,False
32112414,False
32122124,False
32122224,True
32122324,False
32122421,False
32122422,False
32122423,False
32122424,False
32132134,False
32132234,False
32132334,True
32132431,False
32132432,False
32132433,False
32132434,False
32142141,False
32142142,False
32142143,False
32142144,False
32142241,False
32142242,False
32142243,False
32142244,False
32142341,False
32142342,False
32142343,False
32142344,False
32142441,True
32142442,True
32142443,True
32142444,True
32212114,True
32212214,False
32212314,False
32212411,False
32212412,False
32212413,False
32212414,False
32222124,False
32222421,False
32232134,False
32232431,False
32242141,False
32242142,False
32242143,False
32242144,False
32242241,False
32242341,False
32242441,True
32312114,True
32312214,True
32312314,False
32312411,False
32312412,False
32312413,False
32312414,False
32322124,False
32322421,False
32332134,False
32332431,False
32342141,False
32342142,False
32342143,False
32342144,False
32342241,False
32342341,False
32342441,True
32412111,True
32412112,True
32412113,True
32412114,True
32412211,True
32412212,True
32412213,True
32412214,True
32412311,False
32412312,False
32412313,False
32412314,False
32412411,False
32412412,False
32412413,False
32412414,False
32422121,False
32422122,False
32422123,False
32422124,False
32422221,True
32422321,False
32422421,False
32432131,False
32432132,False
32432133,False
32432134,False
32432231,False
32432331,True
32432431,False
32442141,False
32442142,False
32442143,False
32442144,False
32442241,False
32442341,False
32442441,True
33113214,True
33113412,False
33123124,False
33123224,True
33123324,True
33123421,False
33123422,False
33123423,False
33123424,False
33133234,False
33133432,False
33143142,False
33143241,False
33143242,False
33143243,False
33143244,False
33143342,False
33143442,True
33213114,True
33213214,False
33213314,False
33213411,False
33213412,False
33213413,False
33213414,False
33223124,False
33223421,False
33233134,False
33233431,False
33243141,False
33243142,False
33243143,False
33243144,False
33243241,False
33243341,False
33243441,True
33313214,False
33313412,False
33323124,False
33323421,False
33343142,False
33343241,False
33413112,True
33413211,True
33413212,True
33413213,True
33413214,True
33413312,True
33413412,False
33423121,False
33423122,False
33423123,False
33423124,False
33423221,True
33423321,True
33423421,False
33433132,False
33433231,False
33443142,False
33443241,False
34114112,True
34114211,True
34114212,True
34114213,True
34114214,True
34114312,True
34114412,True
34124121,False
34124122,False
34124123,False
34124124,False
34124221,True
34124222,True
34124223,True
34124224,True
34124321,True
34124322,True
34124323,True
34124324,True
34124421,True
34124422,True
34124423,True
34124424,True
34134132,False
34134231,False
34134232,False
34134233,False
34134234,False
34134332,True
34134432,True
34144142,False
34144241,False
34144242,False
34144243,False
34144244,False
34144342,False
34144442,True
34214111,True
34214112,True
34214113,True
34214114,True
34214211,False
34214212,False
34214213,False
34214214,False
34214311,False
34214312,False
34214313,False
34214314,False
34214411,False
34214412,False
34214413,False
34214414,False
34224121,False
34224122,False
34224123,False
34224124,False
34224221,True
34224321,True
34224421,True
34234131,False
34234132,False
34234133,False
34234134,False
34234231,False
34234331,True
34234431,True
34244141,False
34244142,False
34244143,False
34244144,False
34244241,False
34244341,False
34244441,True
34314112,True
34314211,False
34314212,False
34314213,False
34314214,False
34314312,False
34314412,False
34324121,False
34324122,False
34324123,False
34324124,False
34324221,True
34324321,False
34324421,False
34334132,False
34334231,False
34344142,False
34344241,False
34414112,True
34414211,False
34414212,False
34414213,False
34414214,False
34414312,False
34414412,False
34424121,False
34424122,False
34424123,False
34424124,False
34424221,True
34424321,False
34424421,False
34434132,False
34434231,False
34444142,False
34444241,False
41111213,False
41111312,False
41121123,False
41121223,True
41121321,False
41121322,False
41121323,False
41121324,False
41121423,False
41131132,False
41131231,False
41131232,False
41131233,False
41131234,False
41131332,True
41131432,False
41141243,False
41141342,False
41211113,True
41211213,False
41211311,False
41211312,False
41211313,False
41211314,False
41211413,False
41221123,False
41221223,True
41221321,False
41221322,False
41221323,False
41221324,False
41221423,False
41231131,False
41231132,False
41231133,False
41231134,False
41231231,False
41231232,False
41231233,False
41231234,False
41231331,True
41231332,True
41231333,True
41231334,True
41231431,False
41231432,False
41231433,False
41231434,False
41241143,False
41241243,False
41241341,False
41241342,False
41241343,False
41241344,False
41241443,True
41311112,True
41311211,False
41311212,False
41311213,False
41311214,False
41311312,False
41311412,False
41321121,False
41321122,False
41321123,False
41321124,False
41321221,True
41321222,True
41321223,True
41321224,True
41321321,False
41321322,False
41321323,False
41321324,False
41321421,False
41321422,False
41321423,False
41321424,False
41331132,False
41331231,False
41331232,False
41331233,False
41331234,False
41331332,True
41331432,False
41341142,False
41341241,False
41341242,False
41341243,False
41341244,False
41341342,False
41341442,True
41411213,False
41411312,False
41421123,False
41421223,True
41421321,False
41421322,False
41421323,False
41421324,False
41421423,False
41431132,False
41431231,False
41431232,False
41431233,False
41431234,False
41431332,True
41431432,False
41441243,False
41441342,False
42112113,True
42112213,True
42112311,False
42112312,False
42112313,False
42112314,False
42112413,False
42122123,False
42122223,True
42122321,False
42122322,False
42122323,False
42122324,False
42122423,False
42132131,False
42132132,False
42132133,False
42132134,False
42132231,False
42132232,False
42132233,False
42132234,False
42132331,True
42132332,True
42132333,True
42132334,True
42132431,False
42132432,False
42132433,False
42132434,False
42142143,False
42142243,False
42142341,False
42142342,False
42142343,False
42142344,False
42142443,True
42212113,True
42212213,False
42212311,False
42212312,False
42212313,False
42212314,False
42212413,False
42222123,False
42222321,False
42232131,False
42232132,False
42232133,False
42232134,False
42232231,False
42232331,True
42232431,False
42242143,False
42242341,False
42312111,True
42312112,True
42312113,True
42312114,True
42312211,True
42312212,True
42312213,True
42312214,True
42312311,False
42312312,False
42312313,False
42312314,False
42312411,False
42312412,False
42312413,False
42312414,False
42322121,False
42322122,False
42322123,False
42322124,False
42322221,True
42322321,False
42322421,False
42332131,False
42332132,False
42332133,False
42332134,False
42332231,False
42332331,True
42332431,False
42342141,False
42342142,False
42342143,False
42342144,False
42342241,False
42342341,False
42342441,True
42412113,True
42412213,True
42412311,False
42412312,False
42412313,False
42412314,False
42412413,False
42422123,False
42422321,False
42432131,False
42432132,False
42432133,False
42432134,False
42432231,False
42432331,True
42432431,False
42442143,False
42442341,False
43113112,True
43113211,True
43113212,True
43113213,True
43113214,True
43113312,True
43113412,False
43123121,False
43123122,False
43123123,False
43123124,False
43123221,True
43123222,True
43123223,True
43123224,True
43123321,True
43123322,True
43123323,True
43123324,True
43123421,False
43123422,False
43123423,False
43123424,False
43133132,False
43133231,False
43133232,False
43133233,False
43133234,False
43133332,True
43133432,False
43143142,False
43143241,False
43143242,False
43143243,False
43143244,False
43143342,False
43143442,True
43213111,True
43213112,True
43213113,True
43213114,True
43213211,False
43213212,False
43213213,False
43213214,False
43213311,False
43213312,False
43213313,False
43213314,False
43213411,False
43213412,False
43213413,False
43213414,False
43223121,False
43223122,False
43223123,False
43223124,False
43223221,True
43223321,True
43223421,False
43233131,False
43233132,False
43233133,False
43233134,False
43233231,False
43233331,True
43233431,False
43243141,False
43243142,False
43243143,False
43243144,False
43243241,False
43243341,False
43243441,True
43313112,True
43313211,False
43313212,False
43313213,False
43313214,False
43313312,False
43313412,False
43323121,False
43323122,False
43323123,False
43323124,False
43323221,True
43323321,False
43323421,False
43333132,False
43333231,False
43343142,False
43343241,False
43413112,True
43413211,True
43413212,True
43413213,True
43413214,True
43413312,True
43413412,False
43423121,False
43423122,False
43423123,False
43423124,False
43423221,True
43423321,True
43423421,False
43433132,False
43433231,False
43443142,False
43443241,False
44114213,True
44114312,True
44124123,False
44124223,True
44124321,True
44124322,True
44124323,True
44124324,True
44124423,True
44134132,False
44134231,False
44134232,False
44134233,False
44134234,False
44134332,True
44134432,True
44144243,False
44144342,False
44214113,True
44214213,False
44214311,False
44214312,False
44214313,False
44214314,False
44214413,False
44224123,False
44224321,True
44234131,False
44234132,False
44234133,False
44234134,False
44234231,False
44234331,True
44234431,True
44244143,False
44244341,False
44314112,True
44314211,False
44314212,False
44314213,False
44314214,False
44314312,False
44314412,False
44324121,False
44324122,False
44324123,False
44324124,False
44324221,True
44324321,False
44324421,False
44334132,False
44334231,False
44344142,False
44344241,False
44414213,False
44414312,False
44424123,False
44424321,False
44434132,False
44434231,False
11231435,False
11231534,False
11241345,False
11241543,False
11251354,False
11251453,False
11321425,False
11321524,False
11341245,False
11341542,False
11351254,False
11351452,False
11421325,False
11421523,False
11431235,False
11431532,False
11451253,False
11451352,False
11521324,False
11521423,False
11531234,False
11531432,False
11541243,False
11541342,False
12132435,False
12132534,False
12142345,False
12142543,False
12152354,False
12152453,False
12232435,False
12232534,False
12242345,False
12242543,False
12252354,False
12252453,False
12312415,False
12312514,False
12322425,False
12322524,False
12332435,False
12332534,False
12342145,False
12342245,False
12342345,False
12342445,True
12342541,False
12342542,False
12342543,False
12342544,False
12342545,False
12352154,False
12352254,False
12352354,False
12352451,False
12352452,False
12352453,False
12352454,False
12352455,False
12352554,True
12412315,False
12412513,False
12422325,False
12422523,False
12432135,False
12432235,False
12432335,True
12432435,False
12432531,False
12432532,False
12432533,False
12432534,False
12432535,False
12442345,False
12442543,False
12452153,False
12452253,False
12452351,False
12452352,False
12452353,False
12452354,False
12452355,False
12452453,False
12452553,True
12512314,False
12512413,False
12522324,False
12522423,False
12532134,False
12532234,False
12532334,True
12532431,False
12532432,False
12532433,False
12532434,False
12532435,False
12532534,False
12542143,False
12542243,False
12542341,False
12542342,False
12542343,False
12542344,False
12542345,False
12542443,True
12542543,False
12552354,False
12552453,False
13123425,False
13123524,False
13143245,False
13143542,False
13153254,False
13153452,False
13213415,False
13213514,False
13223425,False
13223524,False
13233435,False
13233534,False
13243145,False
13243245,False
13243345,False
13243445,True
13243541,False
13243542,False
13243543,False
13243544,False
13243545,False
13253154,False
13253254,False
13253354,False
13253451,False
13253452,False
13253453,False
13253454,False
13253455,False
13253554,True
13323425,False
13323524,False
13343245,False
13343542,False
13353254,False
13353452,False
13413215,True
13413512,False
13423125,False
13423225,True
13423325,True
13423425,False
13423521,False
13423522,False
13423523,False
13423524,False
13423525,False
13433235,False
13433532,False
13443245,False
13443542,False
13453152,False
13453251,False
13453252,False
13453253,False
